quarter,variable,value,country
1978-01-01,Unemployment,6.3333,US
1978-04-01,Unemployment,6,US
1978-07-01,Unemployment,6.0333,US
1978-10-01,Unemployment,5.9,US
1979-01-01,Unemployment,5.8667,US
1979-04-01,Unemployment,5.7,US
1979-07-01,Unemployment,5.8667,US
1979-10-01,Unemployment,5.9667,US
1980-01-01,Unemployment,6.3,US
1980-04-01,Unemployment,7.3333,US
1980-07-01,Unemployment,7.6667,US
1980-10-01,Unemployment,7.4,US
1981-01-01,Unemployment,7.4333,US
1981-04-01,Unemployment,7.4,US
1981-07-01,Unemployment,7.4,US
1981-10-01,Unemployment,8.2333,US
1982-01-01,Unemployment,8.8333,US
1982-04-01,Unemployment,9.4333,US
1982-07-01,Unemployment,9.9,US
1982-10-01,Unemployment,10.6667,US
1983-01-01,Unemployment,10.3667,US
1983-04-01,Unemployment,10.1333,US
1983-07-01,Unemployment,9.3667,US
1983-10-01,Unemployment,8.5333,US
1984-01-01,Unemployment,7.8667,US
1984-04-01,Unemployment,7.4333,US
1984-07-01,Unemployment,7.4333,US
1984-10-01,Unemployment,7.3,US
1985-01-01,Unemployment,7.2333,US
1985-04-01,Unemployment,7.3,US
1985-07-01,Unemployment,7.2,US
1985-10-01,Unemployment,7.0333,US
1986-01-01,Unemployment,7.0333,US
1986-04-01,Unemployment,7.1667,US
1986-07-01,Unemployment,6.9667,US
1986-10-01,Unemployment,6.8333,US
1987-01-01,Unemployment,6.6,US
1987-04-01,Unemployment,6.2667,US
1987-07-01,Unemployment,6,US
1987-10-01,Unemployment,5.8333,US
1988-01-01,Unemployment,5.7,US
1988-04-01,Unemployment,5.4667,US
1988-07-01,Unemployment,5.4667,US
1988-10-01,Unemployment,5.3333,US
1989-01-01,Unemployment,5.2,US
1989-04-01,Unemployment,5.2333,US
1989-07-01,Unemployment,5.2333,US
1989-10-01,Unemployment,5.3667,US
1990-01-01,Unemployment,5.3,US
1990-04-01,Unemployment,5.3333,US
1990-07-01,Unemployment,5.7,US
1990-10-01,Unemployment,6.1333,US
1991-01-01,Unemployment,6.6,US
1991-04-01,Unemployment,6.8333,US
1991-07-01,Unemployment,6.8667,US
1991-10-01,Unemployment,7.1,US
1992-01-01,Unemployment,7.3667,US
1992-04-01,Unemployment,7.6,US
1992-07-01,Unemployment,7.6333,US
1992-10-01,Unemployment,7.3667,US
1993-01-01,Unemployment,7.1333,US
1993-04-01,Unemployment,7.0667,US
1993-07-01,Unemployment,6.8,US
1993-10-01,Unemployment,6.6333,US
1994-01-01,Unemployment,6.5667,US
1994-04-01,Unemployment,6.2,US
1994-07-01,Unemployment,6,US
1994-10-01,Unemployment,5.6333,US
1995-01-01,Unemployment,5.4667,US
1995-04-01,Unemployment,5.6667,US
1995-07-01,Unemployment,5.6667,US
1995-10-01,Unemployment,5.5667,US
1996-01-01,Unemployment,5.5333,US
1996-04-01,Unemployment,5.5,US
1996-07-01,Unemployment,5.2667,US
1996-10-01,Unemployment,5.3333,US
1997-01-01,Unemployment,5.2333,US
1997-04-01,Unemployment,5,US
1997-07-01,Unemployment,4.8667,US
1997-10-01,Unemployment,4.6667,US
1998-01-01,Unemployment,4.6333,US
1998-04-01,Unemployment,4.4,US
1998-07-01,Unemployment,4.5333,US
1998-10-01,Unemployment,4.4333,US
1999-01-01,Unemployment,4.3,US
1999-04-01,Unemployment,4.2667,US
1999-07-01,Unemployment,4.2333,US
1999-10-01,Unemployment,4.0667,US
2000-01-01,Unemployment,4.0333,US
2000-04-01,Unemployment,3.9333,US
2000-07-01,Unemployment,4,US
2000-10-01,Unemployment,3.9,US
2001-01-01,Unemployment,4.2333,US
2001-04-01,Unemployment,4.4,US
2001-07-01,Unemployment,4.8333,US
2001-10-01,Unemployment,5.5,US
2002-01-01,Unemployment,5.7,US
2002-04-01,Unemployment,5.8333,US
2002-07-01,Unemployment,5.7333,US
2002-10-01,Unemployment,5.8667,US
2003-01-01,Unemployment,5.8667,US
2003-04-01,Unemployment,6.1333,US
2003-07-01,Unemployment,6.1333,US
2003-10-01,Unemployment,5.8333,US
2004-01-01,Unemployment,5.7,US
2004-04-01,Unemployment,5.6,US
2004-07-01,Unemployment,5.4333,US
2004-10-01,Unemployment,5.4333,US
2005-01-01,Unemployment,5.3,US
2005-04-01,Unemployment,5.1,US
2005-07-01,Unemployment,4.9667,US
2005-10-01,Unemployment,4.9667,US
2006-01-01,Unemployment,4.7333,US
2006-04-01,Unemployment,4.6333,US
2006-07-01,Unemployment,4.6333,US
2006-10-01,Unemployment,4.4333,US
2007-01-01,Unemployment,4.5,US
2007-04-01,Unemployment,4.5,US
2007-07-01,Unemployment,4.6667,US
2007-10-01,Unemployment,4.8,US
2008-01-01,Unemployment,5,US
2008-04-01,Unemployment,5.3333,US
2008-07-01,Unemployment,6,US
2008-10-01,Unemployment,6.8667,US
2009-01-01,Unemployment,8.2667,US
2009-04-01,Unemployment,9.3,US
2009-07-01,Unemployment,9.6333,US
2009-10-01,Unemployment,9.9333,US
2010-01-01,Unemployment,9.8333,US
2010-04-01,Unemployment,9.6333,US
2010-07-01,Unemployment,9.4667,US
2010-10-01,Unemployment,9.5,US
2011-01-01,Unemployment,9.0333,US
2011-04-01,Unemployment,9.0667,US
2011-07-01,Unemployment,9,US
2011-10-01,Unemployment,8.6333,US
2012-01-01,Unemployment,8.2667,US
2012-04-01,Unemployment,8.2,US
2012-07-01,Unemployment,8.0333,US
2012-10-01,Unemployment,7.8,US
2013-01-01,Unemployment,7.7333,US
2013-04-01,Unemployment,7.5333,US
2013-07-01,Unemployment,7.2333,US
2013-10-01,Unemployment,6.9333,US
2014-01-01,Unemployment,6.6667,US
2014-04-01,Unemployment,6.2,US
2014-07-01,Unemployment,6.0667,US
2014-10-01,Unemployment,5.7,US
2015-01-01,Unemployment,5.5333,US
2015-04-01,Unemployment,5.4333,US
2015-07-01,Unemployment,5.1,US
2015-10-01,Unemployment,5.0333,US
2016-01-01,Unemployment,4.9,US
2016-04-01,Unemployment,4.9333,US
2016-07-01,Unemployment,4.9,US
2016-10-01,Unemployment,4.7667,US
2017-01-01,Unemployment,4.5667,US
2017-04-01,Unemployment,4.3667,US
2017-07-01,Unemployment,4.3333,US
2017-10-01,Unemployment,4.1667,US
2018-01-01,Unemployment,4.0333,US
2018-04-01,Unemployment,3.9333,US
2018-07-01,Unemployment,3.7667,US
2018-10-01,Unemployment,3.8333,US
2019-01-01,Unemployment,3.8667,US
2019-04-01,Unemployment,3.6333,US
2019-07-01,Unemployment,3.6,US
2019-10-01,Unemployment,3.6,US
2020-01-01,Unemployment,3.8333,US
2020-04-01,Unemployment,13,US
2020-07-01,Unemployment,8.8,US
2020-10-01,Unemployment,6.7667,US
2021-01-01,Unemployment,6.2333,US
2021-04-01,Unemployment,5.9333,US
2021-07-01,Unemployment,5.0667,US
2021-10-01,Unemployment,4.1667,US
2022-01-01,Unemployment,3.8667,US
2022-04-01,Unemployment,3.6333,US
2022-07-01,Unemployment,3.5333,US
2022-10-01,Unemployment,3.5667,US
2023-01-01,Unemployment,3.5333,US
2023-04-01,Unemployment,3.5333,US
2023-07-01,Unemployment,3.6333,US
2023-10-01,Unemployment,3.8,US
2024-01-01,Unemployment,3.8333,US
2024-04-01,Unemployment,3.9667,US
2024-07-01,Unemployment,4.1667,US
2024-10-01,Unemployment,4.1333,US
2025-01-01,Unemployment,4.1333,US
2025-04-01,Unemployment,4.2,US
2025-07-01,Unemployment,4.3333,US
2025-10-01,Unemployment,4.45,US
2026-01-01,Unemployment,4.3333,US
2026-04-01,Unemployment,4.3,US
